insee_code,total_rooftops,pv_rooftops_count
62724,6020,36
62725,230,2
62726,238,1
62727,1206,15
62728,758,6
62729,454,3
62730,1404,11
62731,527,1
62732,311,5
62733,516,4
62734,730,7
62735,1545,30
62736,2747,39
62737,4033,49
62738,215,0
62739,377,3
62740,378,3
62741,306,2
62742,274,4
62743,393,12
62744,2317,24
62745,272,2
62746,2888,32
62747,439,9
62748,1919,22
62749,329,4
62750,797,12
62751,671,10
62752,1164,18
62753,4160,30
62754,670,5
62755,2334,19
62756,1473,19
62757,4023,54
62758,6077,52
62759,497,4
62760,378,2
62761,211,3
62762,195,3
62763,798,5
62764,2516,27
62765,7894,40
62766,896,16
62767,4087,20
62768,201,1
62769,642,15
62770,2435,28
62771,5940,28
62772,614,6
62773,2985,51
62774,3413,33
62775,331,1
62776,226,1
62777,281,3
62778,92,0
62779,375,3
62780,374,8
62781,511,3
62782,451,6
62783,380,4
62784,764,11
62785,749,8
62786,416,3
62787,410,2
62788,785,14
62789,361,2
62790,221,2
62791,60,5
62792,1256,17
62793,955,10
62794,568,7
62795,183,3
62796,661,6
62797,235,7
62798,407,2
62799,711,7
62800,565,8
62801,1899,19
62802,366,3
62803,609,10
62804,482,4
62805,307,8
62806,291,3
62808,384,4
62809,191,1
62810,1091,14
62811,1246,9
62812,906,10
62813,559,6
62814,164,1
62815,304,1
62816,216,4
62817,1283,8
62818,229,4
62819,1163,16
62820,873,16
62821,353,4
62822,140,1
62823,308,11
62824,343,3
62825,718,11
62826,6721,91
62827,1105,6
62828,130,0
62829,648,7
62830,283,3
62831,315,3
62832,553,10
62833,183,1
62834,436,3
62835,695,6
62836,736,9
62837,545,3
62838,172,0
62839,1459,6
62840,182,1
62841,1708,20
62842,4963,52
62843,424,1
62844,978,10
62845,447,7
62846,3874,35
62847,1177,27
62848,2438,30
62849,2092,23
62850,463,4
62851,605,11
62852,1227,15
62853,497,5
62854,505,8
62855,300,4
62856,382,5
62857,151,3
62858,374,6
62859,422,5
62860,167,0
62861,3892,38
62862,229,3
62863,2723,36
62864,852,7
62865,4283,46
62866,431,5
62867,217,1
62868,401,4
62869,1231,22
62870,950,12
62871,305,2
62872,364,1
62873,631,14
62874,896,3
62875,900,15
62876,138,1
62877,306,1
62878,410,2
62879,315,4
62880,225,2
62881,564,7
62882,1283,27
62883,208,0
62885,253,4
62886,370,4
62887,288,0
62888,284,2
62889,878,9
62890,351,2
62891,176,1
62892,625,11
62893,4438,34
62894,3066,28
62895,5485,57
62896,894,4
62897,636,7
62898,208,4
62899,1705,18
62900,558,6
62901,700,10
62902,2251,18
62903,589,6
62904,526,11
62905,877,16
62906,1769,13
62907,5012,53
62908,1101,16
62909,731,4
63001,2284,64
63002,257,3
63003,6967,164
63004,1944,42
63005,680,17
63006,629,9
63007,574,14
63008,996,20
63009,981,18
63010,2967,40
63011,452,5
63012,1235,13
63013,1363,51
63014,5520,109
63015,486,7
63016,1801,18
63017,285,5
63019,1889,43
63020,383,4
63021,684,28
63022,2454,60
63023,900,13
63024,479,10
63025,368,1
63026,2976,64
63027,354,7
63028,977,9
63029,451,10
63030,484,9
63031,665,22
63032,4766,99
63033,487,11
63034,1420,24
63035,1170,52
63036,443,13
63037,1041,19
63038,2199,18
63039,766,12
63040,4048,80
63041,785,12
63042,2368,57
63043,724,10
63044,738,12
63045,1081,15
63046,537,10
63047,1907,15
63048,1385,15
63049,715,15
63050,3343,68
63051,758,14
63052,1034,27
63053,755,5
63054,981,15
63055,1401,19
63056,919,15
63057,893,8
63058,735,15
63059,289,1
63060,383,6
63061,673,10
63062,411,14
63063,5450,127
63064,331,2
63065,462,5
63066,2577,60
63067,355,4
63069,2736,92
63070,3983,107
63071,821,14
63072,1385,41
63073,478,19
63074,278,3
63075,4561,62
63076,389,4
63077,969,6
63079,439,9
63080,1384,25
63081,642,12
63082,740,18
63083,883,22
63084,1543,63
63085,1586,32
63086,1122,19
63087,236,1
63088,254,4
63089,1265,39
63090,679,11
63091,915,20
63092,1844,50
63093,1741,27
63094,1249,9
63095,368,3
63096,483,9
63097,251,5
63098,725,5
63099,2319,69
63100,761,16
63101,389,5
63102,1402,8
63103,4578,125
63104,379,6
63105,460,8
63106,1560,36
63107,422,17
63108,713,18
63109,490,5
63110,963,13
63111,198,4
63112,575,21
63113,34492,468
63114,312,5
63115,501,5
63116,2265,59
63117,439,5
63118,1308,19
63119,544,8
63120,709,27
63121,1019,27
63122,143,1
63123,306,6
63124,9857,292
63125,4546,65
63126,1255,42
63128,1473,24
63129,402,10
63130,685,4
63131,1480,33
63132,1857,27
63134,211,1
63135,612,14
63136,829,18
63137,460,14
63138,847,11
63139,1394,17
63140,539,10
63141,1273,14
63142,521,5
63143,1222,35
63144,1091,13
63145,350,7
63146,1337,31
63147,681,10
63148,2124,74
63149,781,18
63150,1273,37
63151,1904,34
63152,741,11
63153,222,1
63154,573,14
63155,635,17
63156,154,2
63157,728,12
63158,419,5
63159,392,3
63160,1176,24
63161,408,7
63162,793,15
63163,1467,23
63164,5413,141
63165,1830,19
63166,382,13
63167,520,17
63168,957,17
63169,115,0
63170,1029,12
63171,685,9
63172,108,1
63173,582,14
63174,269,2
63175,474,0
63176,258,5
63177,852,8
63178,8764,260
63179,1697,30
63180,1545,23
63181,686,10
63182,993,6
63183,244,0
63184,816,14
63185,962,15
63186,514,4
63187,1264,26
63188,689,12
63189,582,9
63190,621,8
63191,337,2
63192,1115,9
63193,4800,108
63194,445,14
63195,5717,109
63196,1031,25
63197,207,2
63198,1593,56
63199,673,15
63200,873,24
63201,1756,34
63202,279,5
63203,1062,33
63204,911,22
63205,908,11
63206,1749,34
63207,1754,31
63208,565,8
63209,417,2
63210,2939,53
63211,2675,45
63212,1221,35
63213,1681,51
63214,2813,82
63215,810,23
63216,180,1
63218,446,5
63219,920,22
63220,337,7
63221,295,3
63222,490,14
63223,1011,9
63224,1242,29
63225,1874,11
63226,2691,81
63227,1857,56
63228,939,12
63229,1576,29
63230,399,7
63231,1846,28
63232,741,17
63233,1076,8
63234,1254,26
63235,590,16
63236,1706,12
63237,1041,6
63238,410,7
63239,1008,16
63240,573,10
63241,511,11
63242,613,13
63243,654,14
63244,1690,54
63245,2893,74
63246,769,5
63247,1141,6
63248,964,25
63249,676,17
63250,967,25
63251,614,8
63252,672,6
63253,348,10
63254,1655,39
63255,945,17
63256,480,6
63257,974,15
63258,1280,16
63259,411,16
63260,538,6
63261,936,29
63262,2030,74
63263,3253,80
63264,463,7
63265,2820,60
63267,836,29
63268,338,10
63269,851,27
63270,582,15
63271,2056,55
63272,1699,51
63273,1209,51
63274,907,10
63275,961,23
63276,2380,41
63277,185,1
63278,548,28
63279,898,15
63280,470,8
63281,1627,23
63282,1417,53
63283,908,12
63284,8076,208
63285,719,15
63286,512,9
63287,521,10
63288,567,4
63289,596,5
63290,607,16
63291,3071,65
63292,486,4
63293,677,9
63294,336,6
63295,1599,27
63296,994,16
63297,525,9
63298,489,7
63299,373,5
63300,9514,190
63301,1129,12
63302,2352,94
63303,185,2
63304,254,3
63305,1027,20
63306,572,30
63307,4447,134
63308,2223,25
63309,720,16
63310,485,4
63311,509,19
63312,572,7
63313,404,2
63314,938,15
63315,1461,44
63317,963,6
63318,674,10
63319,1774,33
63320,717,5
63321,1305,33
63322,1884,45
63323,439,11
63324,650,4
63325,349,18
63326,700,7
63327,1841,54
63328,200,4
63329,314,9
63330,366,9
63331,505,13
63332,873,21
63333,399,8
63334,1105,15
63335,966,11
63336,587,6
63337,150,1
63338,3543,63
63339,463,1
63340,631,9
63341,793,25
63342,423,7
63343,498,12
63344,383,5
63345,3289,126
63346,552,1
63347,685,15
63348,485,8
63349,2320,33
63350,1194,42
63351,288,1
63352,2319,76
63353,983,10
63354,1955,19
63355,627,8
63356,531,12
63357,258,2
63358,658,16
63359,267,2
63360,563,6
63362,1294,29
63363,633,7
63364,681,17
63365,871,12
63366,686,17
63367,374,6
63368,1710,27
63369,354,6
63370,633,13
63371,524,9
63372,731,24
63373,560,17
63374,602,10
63375,250,2
63376,471,5
63377,1221,18
63378,950,26
63379,730,12
63380,1303,17
63381,2047,40
63382,693,13
63383,407,0
63384,456,7
63385,798,10
63386,684,13
63387,1027,24
63388,1621,16
63389,315,5
63390,711,9
63391,491,3
63392,817,21
63393,2270,41
63394,529,10
63395,1062,26
63396,1241,29
63397,1615,17
63398,290,4
63399,256,1
63400,1509,22
63401,539,7
63402,790,6
63403,526,18
63404,738,19
63405,967,19
63406,503,12
63407,473,11
63408,391,7
63409,459,3
63410,549,3
63411,597,12
63412,1147,22
63413,992,18
63414,975,29
63415,1675,36
63416,308,3
63417,1995,41
63418,1091,20
63419,1078,16
63420,744,22
63421,571,2
63422,685,19
63423,1164,10
63424,703,24
63425,1344,63
63426,1339,12
63427,685,13
63428,547,9
63429,112,3
63430,10337,140
63431,273,3
63432,1116,23
63433,193,2
63434,1216,21
63435,352,9
63436,164,5
63437,362,6
63438,900,14
63439,496,11
63440,315,4
63441,685,11
63442,171,5
63443,493,11
63444,362,9
63445,296,11
63446,802,13
63447,294,1
63448,1687,26
63449,679,7
63450,849,3
63451,631,9
63452,114,5
63453,2573,65
63454,787,12
63455,2847,104
63456,405,21
63457,4452,118
63458,328,4
63459,605,13
63460,879,11
63461,638,19
63462,731,3
63463,1117,22
63464,515,11
63465,741,21
63466,394,7
63467,199,1
63468,699,14
63469,1602,23
63470,3803,83
63471,1295,18
63472,1192,26
63473,556,12
64001,372,6
64002,352,1
64003,368,7
64004,220,5
64005,728,11
64006,949,1
64007,886,21
64008,587,8
64009,1677,34
64010,1022,8
64011,201,2
64012,306,3
64013,396,9
64014,745,3
64015,516,6
64016,677,6
64017,530,5
64018,676,8
64019,379,6
64021,805,17
64022,254,6
64023,1003,15
64024,21297,300
64025,225,2
64026,524,8
64027,192,3
64028,283,1
64029,1091,22
64031,257,3
64032,323,6
64033,204,2
64034,475,14
64035,2203,44
64036,482,8
64037,1197,10
64038,3454,57
64039,327,4
64040,2079,21
64041,841,12
64042,807,22
64043,348,3
64044,190,4
64045,173,1
64046,638,11
64047,643,4
64048,199,6
64049,483,4
64050,163,2
64051,663,9
64052,223,1
64053,320,10
64054,1076,16
64056,344,4
64057,2066,37
64058,940,3
64059,1245,30
64060,1650,19
64061,2682,31
64062,2292,28
64063,1347,27
64064,706,5
64065,4088,48
64066,513,13
64067,2044,46
64068,3107,34
64069,464,6
64070,357,2
64071,328,4
64072,1036,14
64073,400,11
64074,124,1
64075,282,3
64077,264,7
64078,354,7
64079,297,3
64080,691,10
64081,542,4
64082,203,2
64083,288,5
64084,342,2
64085,290,1
64086,1259,33
64087,1036,15
64088,491,7
64089,304,4
64090,287,5
64091,489,8
64092,693,6
64093,1336,14
64094,1890,45
64095,771,14
64096,283,4
64097,809,10
64098,166,0
64099,201,5
64100,2219,50
64101,628,8
64102,11984,124
64103,373,5
64104,744,5
64105,491,10
64106,464,9
64107,268,2
64108,1123,16
64109,2160,26
64110,485,3
64111,252,5
64112,682,12
64113,294,6
64114,631,9
64115,162,0
64116,395,7
64117,166,1
64118,178,4
64119,808,11
64120,820,12
64121,233,2
64122,12561,125
64123,1470,34
64124,1078,12
64125,5832,81
64126,1008,17
64127,634,4
64128,269,0
64129,4811,53
64130,772,7
64131,662,14
64132,3324,48
64133,1303,15
64134,311,7
64135,1122,30
64136,390,5
64137,764,11
64138,2622,46
64139,1462,18
64140,5243,71
64141,697,21
64142,904,7
64143,228,3
64144,238,3
64145,458,9
64146,385,8
64147,2221,50
64148,1490,16
64149,475,8
64150,285,3
64151,170,2
64152,2305,49
64153,195,2
64154,332,8
64155,217,6
64156,570,9
64157,1211,19
64158,346,8
64159,218,1
64160,4155,43
64161,1390,40
64162,240,3
64165,443,8
64166,333,2
64167,343,9
64168,883,28
64170,340,4
64171,298,6
64172,418,7
64173,321,7
64174,141,1
64175,312,2
64176,332,11
64177,806,23
64178,598,10
64179,235,6
64180,411,5
64181,431,5
64182,156,2
64183,699,15
64184,618,9
64185,202,1
64186,421,15
64187,354,3
64188,1453,9
64189,3705,43
64190,339,7
64191,2254,22
64192,186,3
64193,239,7
64194,769,11
64195,246,4
64196,340,3
64197,299,4
64198,1554,28
64199,316,6
64200,308,7
64201,373,8
64202,869,15
64203,326,7
64204,1014,2
64205,376,10
64206,351,1
64207,403,6
64208,538,7
64209,602,6
64210,258,6
64211,478,11
64212,338,4
64213,1833,24
64214,687,22
64215,201,3
64216,1471,15
64217,991,6
64218,847,3
64219,372,4
64220,474,5
64221,265,4
64222,215,0
64223,208,0
64224,743,10
64225,960,18
64226,318,2
64227,1036,24
64228,338,9
64229,224,4
64230,5061,64
64231,579,3
64232,446,12
64233,1626,29
64234,421,11
64235,370,2
64236,178,6
64237,2774,28
64238,2828,51
64239,250,3
64240,407,2
64241,622,15
64242,157,1
64243,265,8
64244,351,4
64245,619,6
64246,350,12
64247,592,8
64249,1348,7
64250,1092,33
64251,351,4
64252,709,8
64253,605,7
64254,917,15
64255,627,12
64256,5302,105
64257,600,10
64258,198,0
64259,1098,17
64260,7215,74
64261,490,10
64262,528,4
64263,201,8
64264,120,2
64265,267,2
64266,376,9
64267,207,3
64268,349,5
64269,4164,54
64270,1048,12
64271,760,11
64272,330,7
64273,1432,26
64274,589,12
64275,681,8
64276,537,4
64277,572,18
64279,2417,28
64280,505,2
64281,203,3
64282,1220,35
64283,345,9
64284,4900,53
64285,475,18
64286,523,5
64287,274,2
64288,660,7
64289,1118,21
64290,566,11
64291,581,7
64292,360,4
64293,320,0
64294,367,8
64295,195,4
64296,241,3
64297,236,0
64298,441,2
64299,253,5
64300,1250,12
64301,1343,18
64302,532,17
64303,295,1
64304,1912,44
64305,702,8
64306,984,14
64307,366,3
64308,440,9
64309,452,12
64310,1081,9
64311,427,6
64312,454,16
64313,643,11
64314,734,14
64315,984,11
64316,892,2
64317,1689,28
64318,342,4
64319,384,16
64320,2048,17
64321,370,4
64322,622,14
64323,176,0
64324,2479,32
64325,373,1
64326,174,8
64327,510,4
64328,1039,15
64329,1154,19
64330,621,4
64331,1082,7
64332,327,2
64334,331,8
64335,6750,75
64336,716,4
64337,310,3
64338,331,6
64339,1037,7
64340,186,0
64341,226,4
64342,644,6
64343,754,12
64344,525,7
64345,562,6
64346,388,6
64347,298,7
64348,7843,104
64349,813,26
64350,716,16
64351,362,3
64352,553,7
64353,1557,10
64354,375,4
64355,343,5
64356,237,3
64357,150,3
64358,413,12
64359,1542,22
64360,409,1
64361,367,3
64362,483,11
64363,842,12
64364,822,14
64365,813,15
64366,315,5
64367,1002,26
64368,449,11
64369,497,7
64370,594,11
64371,2530,38
64372,274,3
64373,1504,18
64374,1357,37
64375,500,11
64376,1100,16
64377,1021,16
64378,309,3
64379,469,3
64380,386,5
64381,410,3
64382,682,9
64383,243,2
64385,423,3
64386,1202,20
64387,837,22
64388,258,3
64389,548,14
64390,388,7
64391,462,6
64392,244,3
64393,5049,68
64394,187,1
64395,215,2
64396,1688,29
64397,264,1
64398,844,12
64399,2187,41
64400,1435,24
64401,200,0
64403,341,1
64404,648,8
64405,3796,60
64406,908,12
64407,4226,72
64408,141,1
64409,871,27
64410,2632,35
64411,495,3
64412,176,5
64413,704,10
64414,182,10
64415,1479,27
64416,1025,6
64417,2628,23
64418,233,1
64419,1606,38
64420,413,14
64421,1638,28
64422,7666,61
64423,333,7
64424,869,13
64425,824,12
64426,363,7
64427,287,13
64428,279,16
64429,207,7
64430,8351,84
64431,647,10
64432,207,2
64433,631,4
64434,107,0
64435,391,11
64436,1189,9
64437,438,9
64438,710,4
64439,1652,30
64440,620,12
64441,580,16
64442,390,2
64443,1141,19
64444,595,9
64445,23943,222
64446,298,4
64447,319,7
64448,1562,30
64449,271,6
64450,446,5
64451,262,5
64452,514,5
64453,2956,30
64454,340,8
64455,309,6
64456,82,4
64457,375,12
64458,356,6
64459,266,7
64460,469,15
64461,1244,23
64462,572,10
64463,859,4
64464,173,2
64465,353,4
64466,386,7
64467,839,20
64468,242,2
64469,347,2
64470,1076,15
64471,503,13
64472,907,15
64473,518,7
64474,210,5
64475,836,2
64476,706,10
64477,2305,24
64478,996,16
64479,283,10
64480,322,8
64481,286,4
64482,725,8
64483,7614,83
64484,1184,27
64485,1499,12
64486,160,3
64487,583,5
64488,753,14
64489,611,9
64490,821,11
64491,418,8
64492,578,4
64493,1690,20
64494,380,3
64495,6349,94
64496,2910,55
64498,738,13
64499,5356,64
64500,438,8
64501,832,19
64502,874,19
64503,176,1
64504,2661,20
64505,332,8
64506,464,2
64507,257,6
64508,290,5
64509,326,4
64510,1271,29
64511,2922,47
64512,408,16
64513,1619,22
64514,368,6
64515,467,2
64516,713,9
64517,426,13
64518,1236,19
64519,3988,61
64520,934,21
64521,703,9
64522,832,6
64523,1148,22
64524,563,15
64525,625,11
64526,1454,26
64527,1329,28
64528,392,14
64529,440,6
64530,440,7
64531,82,0
64532,170,2
64533,644,4
64534,525,4
64535,558,8
64536,950,11
64537,244,0
64538,1067,8
64539,438,15
64540,1909,60
64541,372,4
64542,238,2
64543,536,1
64544,129,5
64545,6632,107
64546,1933,44
64547,4770,96
64548,288,10
64549,1184,26
64550,797,15
64551,358,6
64552,362,5
64554,308,4
64555,202,3
64556,530,17
64557,607,4
64558,2309,49
64559,905,21
64560,230,3
65001,312,2
65002,800,11
65003,337,2
65004,561,6
65005,467,9
65006,563,1
65007,1742,39
65009,300,3
65010,335,8
65011,232,2
65012,184,3
65013,148,2
65014,101,1
65015,260,19
65016,203,1
65017,669,4
65018,424,1
65019,660,11
65020,288,3
65021,562,4
65022,302,1
65023,76,0
65024,209,1
65025,2381,16
65026,171,6
65028,433,6
65029,932,9
65031,1191,7
65032,1669,10
65033,239,1
65034,94,0
65035,674,10
65036,329,5
65037,171,1
65038,53,2
65039,151,1
65040,285,7
65041,294,3
65042,919,7
65043,337,3
65044,354,11
65045,660,4
65046,185,1
65047,6163,114
65048,946,15
65049,539,11
65050,202,3
65051,410,4
65052,125,1
65053,108,0
65054,1067,6
65055,445,6
65056,573,7
65057,1184,8
65058,330,3
65059,6291,56
65060,170,1
65061,128,1
65062,3004,52
65063,271,6
65064,262,0
65065,411,5
65066,88,2
65067,172,2
65068,64,1
65069,1573,16
65070,505,11
65071,120,2
65072,1783,41
65073,561,9
65074,304,6
65075,261,1
65076,136,0
65077,614,1
65078,1221,6
65079,418,2
65080,755,4
65081,228,7
65082,179,1
65083,903,11
65084,410,6
65085,207,6
65086,317,5
65087,278,1
65088,103,2
65089,272,1
65090,160,4
65091,130,0
65092,473,3
65093,477,2
65094,265,2
65095,662,12
65096,205,4
65097,455,11
65098,382,2
65099,394,1
65100,5164,95
65101,1136,21
65102,80,0
65103,220,5
65104,296,6
65105,394,2
65106,304,4
65107,123,1
65108,1075,28
65109,100,0
65110,228,5
65111,231,0
65112,344,2
65113,631,7
65114,170,0
65115,420,15
65116,460,3
65117,107,1
65118,55,0
65119,490,10
65120,417,10
65121,622,1
65123,4014,27
65124,142,0
65125,666,21
65126,394,21
65127,1871,24
65128,274,0
65129,1225,29
65130,929,9
65131,346,6
65132,89,1
65133,330,2
65134,41,0
65135,178,3
65136,121,2
65137,243,5
65138,1729,5
65139,199,2
65140,65,0
65141,255,2
65142,352,10
65143,251,2
65144,237,1
65145,110,1
65146,479,11
65147,970,4
65148,287,5
65149,359,13
65150,764,18
65151,232,4
65153,196,3
65154,106,1
65155,162,2
65156,296,10
65157,57,1
65158,345,2
65159,511,10
65160,220,0
65161,324,2
65162,98,2
65163,91,0
65164,164,3
65165,580,4
65166,147,3
65167,99,0
65168,625,1
65169,411,1
65170,257,5
65171,84,1
65172,107,1
65173,256,1
65174,206,5
65175,327,1
65176,349,2
65177,358,8
65178,100,1
65179,72,1
65180,44,1
65181,219,2
65182,322,4
65183,928,2
65184,360,6
65185,917,11
65186,129,3
65187,279,0
65189,406,6
65190,142,1
65191,398,2
65192,1175,5
65193,161,1
65194,217,3
65195,446,5
65196,171,3
65197,267,2
65198,1395,15
65199,188,0
65200,351,1
65201,217,0
65202,431,1
65203,73,2
65204,45,0
65205,106,0
65206,397,7
65207,121,4
65208,58,0
65209,182,0
65210,194,1
65211,289,1
65212,443,1
65213,327,8
65214,102,2
65215,110,1
65216,183,0
65217,115,3
65218,1124,8
65219,288,5
65220,300,4
65221,309,7
65222,212,2
65223,1329,15
65224,476,7
65225,239,0
65226,3550,44
65228,399,3
65229,112,2
65230,551,8
65231,390,6
65232,137,4
65233,314,4
65234,233,1
65235,4431,70
65236,514,9
65237,348,4
65238,519,1
65239,375,6
65240,719,11
65241,303,1
65242,392,8
65243,784,16
65244,536,15
65245,370,9
65247,201,1
65248,388,8
65249,187,2
65250,351,5
65251,1835,19
65252,948,12
65253,111,1
65254,288,4
65255,77,1
65256,214,6
65257,753,10
65258,4763,60
65259,239,7
65260,159,3
65261,118,0
65262,636,3
65263,241,7
65264,596,8
65265,454,7
65266,108,4
65267,718,9
65268,273,10
65269,291,4
65270,387,10
65271,434,5
65272,123,2
65273,304,8
65274,339,7
65275,174,2
65276,172,5
65277,160,4
65278,142,2
65279,470,1
65280,557,4
65281,317,3
65282,907,5
65283,155,5
65284,1245,23
65285,264,11
65286,8247,86
65287,867,13
65288,175,7
65289,216,8
65290,373,3
65291,185,1
65292,627,7
65293,214,0
65294,354,3
65295,1409,4
65296,879,9
65297,118,3
65298,133,2
65299,375,8
65300,141,1
65301,335,15
65303,602,8
65304,3099,56
65305,483,4
65306,433,7
65307,545,8
65308,271,3
65309,58,0
65310,446,3
65311,123,12
65313,935,16
65314,399,7
65315,878,14
65316,256,6
65317,103,2
65318,522,10
65319,311,1
65320,1047,8
65321,196,3
65322,473,2
65323,158,0
65324,301,3
65325,130,4
65326,207,5
65327,350,2
65328,159,3
65329,834,4
65330,378,8
65331,3194,54
65332,185,6
65333,204,1
65334,314,2
65335,611,6
65336,114,2
65337,277,6
65338,386,5
65339,504,5
65340,1996,55
65341,267,7
65342,201,3
65343,307,2
65344,2183,50
65345,117,1
65346,231,0
65347,143,1
65348,91,0
65349,52,0
65350,1460,24
65351,119,1
65352,317,8
65353,529,6
65354,127,0
65355,116,0
65356,130,1
65357,252,1
65358,160,7
65359,39,1
65360,356,2
65361,226,3
65362,1179,6
65363,717,11
65364,62,1
65366,869,9
65367,275,1
65368,82,3
65369,780,21
65370,1427,10
65371,368,4
65372,832,19
65373,474,12
65374,563,21
65375,1721,39
65376,408,6
65377,361,3
65378,175,1
65379,39,0
65380,206,6
65381,119,0
65382,245,3
65383,431,10
65384,284,3
65385,241,0
65386,178,1
65387,283,1
65388,1346,16
65389,1387,19
65390,597,5
65391,63,2
65392,603,12
65393,338,3
65394,495,8
65395,1497,9
65396,506,0
65397,371,2
65398,534,3
65399,254,3
65400,448,3
65401,690,20
65402,59,0
65403,141,2
65404,403,11
65405,182,2
65406,349,6
65407,202,1
65408,880,7
65409,523,11
65410,742,26
65411,136,0
65412,279,7
65413,460,1
65414,258,6
65415,376,5
65416,210,0
65417,4765,62
65418,479,8
65419,242,7
65420,141,2
65421,133,1
65422,555,7
65423,242,4
65424,270,0
65425,615,14
65426,257,4
65427,381,4
65428,186,0
65429,404,3
65430,96,3
65431,432,0
65432,326,5
65433,2518,51
65435,423,2
65436,393,7
65437,362,5
65438,117,0
65439,420,7
65440,18666,152
65441,257,1
65442,493,9
65443,35,2
65444,414,3
65445,357,5
65446,703,16
65447,1672,30
65448,183,1
65449,278,3
65450,151,2
65451,1043,9
65452,1517,34
65453,183,0
65454,212,2
65455,839,12
65456,508,10
65457,152,3
65458,108,0
65459,196,1
65460,4917,100
65461,201,1
65462,581,7
65463,186,0
65464,644,4
65465,616,3
65466,161,1
65467,273,2
65468,141,10
65469,120,0
65470,201,5
65471,442,5
65472,151,0
65473,668,2
65474,298,7
65475,147,1
65476,183,2
65477,129,1
65478,150,0
65479,397,8
65481,428,2
65482,620,18
66001,108,1
66002,2402,78
66003,2196,41
66004,2046,19
66005,692,19
66006,297,1
66007,239,1
66008,10920,174
66009,2308,39
66010,247,1
66011,3592,122
66012,2284,58
66013,161,1
66014,2126,47
66015,1305,44
66016,4728,41
66017,7749,72
66018,228,2
66019,473,5
66020,2221,26
66021,4900,124
66022,159,2
66023,856,9
66024,4329,100
66025,985,16
66026,1297,89
66027,752,11
66028,6280,190
66029,280,5
66030,262,6
66032,123,2
66033,729,15
66034,258,3
66035,133,1
66036,113,1
66037,9319,152
66038,4240,143
66039,368,0
66040,72,4
66041,688,25
66042,444,14
66043,231,6
66044,495,13
66045,724,24
66046,1105,24
66047,87,0
66048,1223,5
66049,6038,83
66050,3193,95
66051,379,9
66052,420,12
66053,3050,7
66054,196,0
66055,756,8
66056,916,31
66057,673,6
66058,1533,55
66059,1513,53
66060,408,4
66061,260,5
66062,353,11
66063,312,8
66064,511,6
66065,6067,170
66066,849,23
66067,863,16
66068,310,2
66069,2221,74
66070,273,6
66071,2139,52
66072,893,15
66073,223,2
66074,666,10
66075,694,6
66076,131,1
66077,145,1
66078,397,6
66079,384,6
66080,417,0
66081,316,8
66082,1234,11
66083,114,4
66084,1060,27
66085,604,7
66086,46,3
66088,4163,58
66089,401,13
66090,140,1
66091,140,1
66092,126,3
66093,2992,67
66094,2048,47
66095,736,9
66096,1149,22
66097,329,4
66098,537,2
66099,457,8
66100,339,4
66101,1629,71
66102,69,0
66103,568,5
66104,807,35
66105,652,7
66106,2770,78
66107,1311,19
66108,3353,88
66109,485,5
66111,376,1
66112,349,10
66113,279,7
66114,1422,57
66115,1427,54
66116,418,6
66117,206,1
66118,401,17
66119,735,11
66120,169,4
66121,1197,38
66122,158,2
66123,268,2
66124,1960,30
66125,553,3
66126,524,12
66127,1073,37
66128,104,0
66129,1942,98
66130,1501,51
66132,505,14
66133,2660,67
66134,874,33
66136,41365,698
66137,400,5
66138,1097,43
66139,135,2
66140,2802,76
66141,6996,227
66142,158,1
66143,145,5
66144,3509,84
66145,2330,139
66146,347,0
66147,416,5
66148,2700,35
66149,4373,111
66150,1325,16
66151,234,2
66152,162,7
66153,122,3
66154,490,2
66155,354,1
66156,321,5
66157,106,0
66158,329,8
66159,210,0
66160,1443,47
66161,1314,29
66162,608,15
66164,6068,138
66165,742,27
66166,640,8
66167,1392,32
66168,3193,74
66169,172,5
66170,177,2
66171,13570,169
66172,7181,218
66173,897,31
66174,2270,69
66175,2675,79
66176,2310,83
66177,1000,43
66178,2083,73
66179,1409,22
66180,6527,195
66181,340,2
66182,5577,94
66183,236,4
66184,213,4
66185,393,6
66186,1917,57
66187,1891,37
66188,725,13
66189,3449,110
66190,2476,71
66191,79,2
66192,257,1
66193,416,2
66194,521,3
66195,5031,176
66196,3570,74
66197,117,0
66198,651,17
66199,201,6
66201,131,2
66202,313,6
66203,131,5
66204,455,10
66205,1231,27
66206,194,4
66207,690,16
66208,1247,39
66209,119,1
66210,5788,135
66211,192,7
66212,3360,79
66213,4448,127
66214,896,27
66215,313,6
66216,131,4
66217,1933,201
66218,517,5
66219,174,0
66220,111,5
66221,102,1
66222,1705,36
66223,241,3
66224,2359,67
66225,1873,54
66226,1035,28
66227,2869,113
66228,1040,22
66230,1967,40
66231,661,18
66232,116,0
66233,242,11
66234,275,4
67001,1874,42
67002,574,9
67003,604,13
67004,1715,38
67005,1149,20
67006,355,4
67008,1366,13
67009,797,16
67010,1816,14
67011,1207,33
67012,808,23
67013,507,11
67016,729,7
67017,479,14
67018,1079,13
67019,1661,19
67020,871,19
67021,3939,54
67022,273,4
67023,1214,17
67025,2361,38
67026,309,1
67027,465,7
67028,3339,42
67029,699,11
67030,695,13
67031,1627,23
67032,347,4
67033,712,22
67034,2775,54
67035,567,9
67036,529,6
67037,475,13
67038,375,7
67039,424,14
